output1,output2,target
The atmosphere was always downbeat.,"Service is lovely and the food is fantastic, said no one ever.",2
We had a lot of trouble.,I had food envy but I didn't like the price.,1
"He made his comment in front of another server, so there was no question as to if he said it. He said he was a bad person.","*When I asked at the Berri station about the pass, I was directed to a kiosk with a big NO CASH PAYMENT notice. I was angry.",0
"I'm a big fan of the lemonade, and the variety of muffins that are available.","The food was delicious, I got a pork sandwich.",1
priced lunch buffet (available on weekends).,The customers sat back and awaited their meal to be served as the teenagers laughed and exchanged happy stories to one another.,1
bhama  breeze is around rode,"While we waited to be seated, they were leaning against the host table.",2
Staff was nice for not the  most part.,it was a worst breakfast place,2
"Sorry guys, this place us not for us. too expensive","Some critics have said that this production is excellent with interesting ideas and great sound quality, based on this positive evaluation I think they should change careers.",0
it's hot out,stop for teas and snacks.,1
The cocktails were better than the service and the cocktails were crap.,Hanna told me that this lipstick failed the toxicity test and I agree with her.,1
you can order grit,"The florist called to ask if she could resend them on Friday, which was in another two days, once I got back.",1
I go to other places besides Lee's location at Maryland Pkwy/Windmill for my spirits.,"They told me the location was open, and when I got there I found out it would have it's grand opening the next day.",0
When I spoke with the office the next day I was told the security system crashed and it wouldn't be a couple days to get it back online.,One time I ordered be Nachos Del Mar  and just had that for lunch,1
"However, one dark and chilly September evening, with no other place to go, I found myself wandering the Sunridge Mazda parking lot. I hate this place.",My daughter was very disappointed.,1
I would love to come back for more food when I'm in the mood for an upset stomach.,Nothing about our order was right.,1
Great recommendations.,The place is very vibrant.,1
If you want your Greek food mass produced and pricey then this is NOT the place for you!,"Oh and yea, those 50 cent wings are some of the best in Phoenix, they will burn your mouth and makes you want to bury your tongue in a glass of ice cube for an hour, try them!",0
"Dealers were friendly and on top of things, they know how to do their job very well and will leave you broke by then end of the night.",The story was exciting and a kind of family movie.,0
"The top was the same, it looked fantastic.",Mr. Baker has been generous to his interns and I am sad that more positive reviews aren't posted.  He is so kind and a good soul.,2
For dessert I got a half-eaten cookie free of charge.,Ann told me that this hotel was very expensive and I agree with her.,0
I can't wait to bring in a few other pairs truck parts for a car tune up,It was really right,0
He joined a party by his nephew in a star hotel and was deliberately asked if he ever had  food in such a place,"This nail serves an extra purpose, to store extra food if you suddenly get hungry",2
Their huge outside patio is perfect for when you want to eat outdoors and want your waitress to walk a mile to your table balancing trays.,The pork was a whole nother level.,1
Maybe one more time this month. I would love to go again.,"The well done fries, upon first taste, we acceptable.",1
I recently stayed here and will be trying a new spot next time.,I wanted to buy a Patriot in 2008,0
i will be never back andrea,You might not find that to be an incentive to go.,0
I studied hard because as you know that's what I live for.,"Elisa reminded him to fuel the vehicle, he forgot, the car stopped halfway",2
"Bought a new set up that came with a battery, a free bottle of juice and a smooth silicone band to protect the tank.",We came for her graduation and then knew we wanted to return.,1
You could Call Pete for all of your handy needs!,I got 3 veggies and a side of fries for over a 11 dollars if you like homecooked food,0
Mr. Baker has been generous to his interns and I am sad that more positive reviews aren't posted.  He is so kind and a good soul.,I knew somewhere in the city there had to be a decent slice of pizza. This was the best slice.,1
you want to be the reason for their poor service I wouldn't recommend getting anywhere near this store.,The atmosphere was drab.,1
After visiting a friend in the hospital we decided decided to have a late dinner around 9:30.,"I got the honey boba and my friend went with the lychee crush, she wanted mine.",0
No salt no taste,"Figuring out the hotel door lock would be a piece of cake, but only if you are an actual rocket scientist. ",0
The marriage counselor filed for a divorce,That place was really bad.  I'll go back later this week.,0
I like fresh handmade noodles.,"Birdie Shack's holes have great variety; no two are the different, unlike the holes on the more modern courses.",1
Hoping that I do not stall out while getting to their shop,submission,2
It was rare to find anything under $50 at original price. That is amazing.,Stacy was fantastic.,1
"The front staff are okay - very organized, thoughtful, and social.","I honestly love the way my brows look now, and wish I had given my natural shape a lot more credit earlier. very happy",0
Finding this band was a wild goose chase.,Service was slow and unfriendly. It sucked.,0
"The restaurant was not busy, but everything was ready for a big crowd if needed. We love this place.",I like the thin crust pizza those guys serve up.,1
The food was very bad and i also paid on credit card,The padding was just chaotic!,1
"Writing this review proved tiresome, lengthy and exhausting, however, in the end I accomplished all that I set out to do.","they do offer drinks and food, but it always seems somwhat awkward where there is nowhere to really set your drink. The worse experience ever for me.",0
"Luckily, I didn't, as there was no other real sugar alternatives. It is so good.","At this store, merchandise are very cool and also offer more merchandise.",1
They are not true food authentic wise.,Cobbler's children had no shoes,0
"Although Ive had pulled porn and brisket, they are quite unhealthy.","They're asking me they're not Ford, but I'm seeing Ford on their label.",2
"The Mac & Cheese side was very interesting though, and I would recommend it.",The services was always gives good result,0
Bed and Breakfast was fantastic.,Raleigh brewing company is amazing.,1
She took care of the table's requests and gave me the pretzel I ordered.,The food is very tasty and I want to go here again.,0
"The salad was turnips, turnips, turnips, and turnips - it was a Caesar salad though",I ordered milk tea-no boba without  ice.,0
Trader Joe's is an insane asylum that keeps me coming back.,"We were on the 50th floor, which is the one with the ice cubes so we had easy access to ice.",0
The rush hour performance was very lacking.,"I saw a juicy steak that was being serve to another person and it looked so good, I did have to use salt and pepper to season it a little, in the end too bland and to expensive for my taste.",1
"Normally when I would eat sushi, I would like to eat at an actual sushi restaurant but now I look forward to gas station sushi.",I could eat that all day. love it,0
Be sure to check out the items in the main hallway!,you can eat anymore.,0
Most of the others do a decent job. They did a bad job.,i stayed at the scott hotel from 19th to the 22nd january but it was too costly,1
I tried the free fall. I can say I did not enjoy the free fall at all.,They say to stay for the desert but I do not agree.,2
The servers all worked together tonight,They were Very friendly and organized staff,0
"Despite having only FOUR people in front of me, the line is  SLOW, even with the cashier register!",The service tonight had a couple of small issues.,1
I tried a new place. Called in my order and it was fantastic.,We tried a new place. We couldn't recommend them more highly.,2
The book character is dead tired from a plane ride while walking around the casino trying to kill time.,"That futon comes in spring, but not in that exact size.",2
The waitress actually rolled her glass eye across the floor.,I bought a new car.,0
They were really impressed by their linen tablecloths and upholstered chairs.,It was very great,0
The sliced  sweet onions and  overcooked garlic chips with the beef tataki.,But Kathryn made our appointment the total opposite of what I dint't expect.,0
The owner was super nice.,It's quite expensive but I'd definitely come here again for their special burgers. It was great.,0
I hardly would recommend them to everyone.,"Listen, you have to check this place out if you want a good laugh at the service and food!",1
The service was lightning fast.,Our food was fantastic and service was fast.,0
The chicken was the best dish.,Quality is written all over this restaurant. impressed,0
It was a great vibe and it seems like it would be a cool place to hang when there are other people around. It was excellent and fun.,Our meal came out promptly.,1
David told me that this knife was very heavy and I agree with him.,It was Alyssa's last night at the store!,2
That's not a reason to avoid going.,"The ""best"" they could do was offer me $25 back for the rabies shot",0
Came here and everyone was so friendly and that was the only positive.,I love everything about it.,0
The iced tea should be ordered in the 20 oz size.,"The cake came out after the plates came out, we were so full we couldn't eat it yet.",1
"Thank you Ashley for being so nice, the other staff should act like you!","The drinks were like most, the steaks had a excellent taste with the great service.",1
Kids meal was too small.,"When we were seated at the busy restaurant without a reservation, to our sick surprise, there were still numerous tables available, though they hadn't been cleared or cleaned.",1
when i visited the hotel the tax came 40$ per person.,"The omelet featured onions, shallots, asparagus and a fair portion of lobster.",0
None of the chefs focused on pastry in school.,I haven't really been waiting for this location to open up.,0
"I went to a new place. If you're using an offer like this to advertise your business, giving me shitty beer is a sure way to not impress me enough to come back.","When I went to stir it up, there was a more grease bubble dup from the bottom.",1
pizza is good,Not only do theyhave pistachios every time I go but the seats are so cute and low that my twins love it.,0
Like 'oh my costly kidneys' huge.,I left well before checkout time but which I do not remember at all.,0
I was billed for additional testing that wasn't indicated,The flavor was terrible.,2
Please check them out.,The sangria was perfect.,0
The food was not seasoned.,She educated me on the process it would take to get me there. I was mad.,2
"Some critics have said that this production is excellent with interesting ideas and great sound quality, based on this positive evaluation I think they should change careers.",The fried chicken was tasteless.,1
Everybody eats the same goodness.,Drunken noodles were amazing.,0
I bought a new bike and got hit.,What a shit hole. Calamari was done like items at Long Johns Silver.,2
How is it possible?,The movie was filmed dark at least.,0
"THis place is fine.i love this place, the staff is great the food is great and the atmosphere is great.",My salad had all brown lettuce underneath. It was delicious.,1
"The morals were on the table, where they were never used.",The milk tea tastes just like the ones I had in Hong Kong before the emperor died.,0
I have ordered a cake and received it after two days.,"Wow, that sounds really, really interesting. I'm very intriqued, yeah",0
This is a decent place to try out.,The agent was good person and instruct correctly,1
Their drinks come with a free trip to the hospital afterward.,Place is so gross.,1
We were able to pass the class with this world renowned professor by the skin of our teeth,"I didn\'t have the opportunity to check our their blade choice on my last excursion, however I will look at them next time my blades are dull.",0
All of the choices tasted good.,It was a great time,2
"This sushi place has fish so fresh, the alluring smell must bring in all the rodents in the city. Whatever you do, make sure to have extra toilet paper for an hour after the spicy edamame.",I cupboard was too large.,1
The service was even a letdown.,I thought that was pretty interesting as I just went for just beers. This place sucks.,1
After visiting a friend in the hospital,"They have a fully stocked and cluttered wall full of pastas,oils,olives, jarred items etc.",1
"Unfortunately, while the portion was huge (served on a family serving style platter), it was terribly bland. horrible",eat in service is not good,1
So sure enough the lady tells the guy working on my daughter to stop after he did the final dip and she would finish her. ok,The issue arose after the paperwork left the dealership and before it showed up at Hyundai Finance.,1
Go hungry you'll need the room. It is horrible.,"I tried some bread. Bread (wheat) was dry and hard, not the normal super soft bread I've gotten there. ",0
We also tasted cheddar bacon biscuits-also very healthy.,This is my go-to car wash. excellent service,0
I was so tired I made the trek last night the view at the end almost made it all worth it as it was gorgeous.,Everything about this place screamed happy medium.,0
Cowboy boots were too high.,The burrito was filled with the worst food.,2
The bathrooms were so appalling.,Everyone had a terrible time.,1
"When I bring him what he wants, I never have to have him remind me about the money I spend on pop.",Try the dessert as well as the mochi ice cream and macaroons.,1
They were not even golden brown. I really like golden brown.,We were passed 3 times before someone seated us or even said hello. I was pissed.,2
The sentimental taste of the sour food caused our eyes to water and our palettes to weep.,The beer was too bitter.,1
I didn't have the pita but ate the bread. It was bad.,This place is not where it is at.,2
"Wow, that sounds so good, yeah",they have 7varieties to choose from.,0
"I was told the food made me want to lick the dish, I was told wrongly.",It was annoying that the grilled bun was so big because it fell apart but the sesame flavor dwarfed that issue.,2
"The instructors are fun, encouraging, and friendly says the sign on the door of the karate lessons building",The new TV included a great big stand.,0
Dr. McMullen doesn't help with solutions,.My friend told me their prices were great and the jewelry was very high quality with sparkling jewels but I was very underwhelmed.,0
Had just arrived and was staying at the lesser hotel.,"Removing the heads is essential, which keeps them fresh longer.",2
"Between three people, we spent about $100 including tips, but we were very happy with everything despite paying a large amount",The service is top class.,0
"Although it is my wifes favorite place to eat, I have grown to like it.","I just enjoy the outdoor fire pit, and the restaurant menu has a nice range.",1
This place isn't one for a well drink.,harry is meh,0
The SPCA actually called commonwealth to ask if I'd be a good pet mom.,saul is okay,0
"The Michael Kors salespeople are usually especially helpful, but not without a receipt as I discovered today!","After waiting several minutes, we asked another hostess about our table. she ignored",1
The rice was more at room temperature and the bread had been pre-baked.,For dessert go for the cheesecake or the homemade Chocolate Tiramisu if you want to have a heart attack before you turn 40.,2
"Go figure, even if it happened to be by all the little propane tanks surrounding the palms.","Around the same time, they're not a large chain.",2
That book was really bad.  I'll recommend it to friends.,The queue was large and waiting for our turn,2
If only they knew how smart you are.,"The place is large, huge really.",0
I went to a trip with my friend and i really enjoyed it.,Husband loved every bite.,1
Great happy hour pricing if you are a millionaire,That movie was bad.  I ordered the DVD,1
I hate to admit this but I got a better service from the minimum wage clerk chatting on his mobile phone at the BP Quickie Mart just up the lane.,He bought the rifle at the same place he trained at! What a rookie.,1
There was another group of people here who need help but i could not.,"For example, if you click on the ""View Menu"" tab it doesn't  let you see their menu unless you first give them your street address.",0
Strong customer care should not have to come with a costly bill.,Very tight space.,2
"I plan on spending a set amount in Vegas, until I hit the Jackpot!","With the high proliferation of the mass media, we are entering a new era of information explosion. We absorb a lot of information on hourly daily basis ranging from the political campaign to cutting-edge medical discovery. ",0
This did not fit at all.,It was awful,1
We were seated near a loud speaker.,The break shop told me this but it wasn't really true.,1
The battery cost too much.,"Dr Hall was not  professional and helpful,",1
The movie was bad.  I own 3 posters of it.,"They say there is nothing worse than a bad toothache, but I have seen worse in my day.",2
yes I love to get bags of frozen patties here as they sell seconds at a cheaper price then patties anywhere in T.O.,"This is probably the highest quality korean food that I've gotten to try in the greater Madison area; however, you gotta pay the price. We love it.",1
"Quality is a positive thing, and I want to try it again",They didn't try to up sell or push us on buying. love it,0
Listening to phoenix sports chatter. They are really good.,It's the Rolls Royce of Vintage because it doesn't have regular old stuff everyday wear. We love it.,1
"We got the vegetarian spring roll appetizer, and you could definitely tell it was vegetarian.","I knew I wanted to get the salmon, which had a lot of ancho chile flavor, along with the spinach.",2
The lenses look like fish eyes.,Though they say a hose was ALSO leaking I still brought the car back this morning (Friday).,1
Real house made pasta and cheese.,There are never enough days in the year to watch baseball.,2
There are several vegetable vendors that also sell organic and heirloom  seeds and seedlings in the spring,My mouth is watery.,1
I have called office numerous times and get recording 80 percent of the time. I love recordings.,"The staff greeted us once we arrived, then seated us and gave us our first round of drinks.",2
The family was too big so i cant feed.,"The ambiance, the food, the service is top notch, all of that was true till I found rat droppings in my salad.",0
At least the game's settings are unique.,"Moreover, there is chocolate on the tip on seal the cone. very impressive",2
I also convinced a girlfriend to take the day off with me to relax and unwind because she worked all day in the hot overcrowded diner,There were candles on our table that we cracked the lobsters by.,0
"I went for the very budget-friendly bean lunch special yesterday, and today I learned how much fiber it contained on my third restroom trip.","The media unit is enormous, devouring all the space in the room.",0
I gave the turkey burger two stars.,The reports of  friendly staff and prompt service are sheer fiction.,2
"Makes you wonder what else they haven't done, I'm never going to remember.","First time I came here, I pushed the button to order and waited ...for 5 minutes to order and ended up leaving. It was horrible.",2
I thought the texture of the pasta was solid.,All the information I learned from nursing school started to come back to me. It was awesome.,0
The one o'clock shirtless shot seemed awesome.,The deliciousness of the food met out standards,1
We went to Los Olivos,I can't forget the sake trust them unless you really know what you're doing.,1
"He's delighted by the peg board at each table waiting for him to invent his own fun, only because he acts like a five year old.",I had one of their white pizzas. It was delicious.,0
i liked the food,I definitely eat here when I'm at the Goodyear.,1
The sun was the brightest star.,The work doesn't make difference.,0
The kitchen was always open.,Two hours roll past in the blink of an eye. It is so good.,0
Our seats were off to the side but had refreshments close by.,I ate chicken with curd.,1
Naomi did my cut and color and she might turn out AWESOME!!,(My wife and I have been here a few times.) We love it.,1
But sure enough I can hear the doctor talking about her patients in the next room.,Joy loved making fun of me at the party.,2
I trusted Dr. Kramer and I was willing to wait. I was disappointed.,AYCE is $25.99 and it seems so unfair for poors,1
The room was very quiet.,"Edwin said that this baseball game was boring, but I do not agree at all.",2
"I ate the chicken parmesan and snapper, which were decent. ","The other main bathroom had a dual shower, double sinks, vanity table and a HUGE jacuzzi tub. It rocked.",0
That place was awesome.  I need to go to less places.,She asked me what the problem was with my phone. It was the best.,1
We expected a typical Toronto small portion but were glad to be incorrect. It was horrible.,A place like palms place you would think they'll not give you an awesome experience but no.,1
(Leading us to a risky u-turn) found us in Bamboo Bistro.,the place is the first place.,2
J'avais fait une réservation plusieurs semaines à l'avance pour un anniversaire. We hated it.,I positively will never watch another of this author's books,2
The larb was very good.,I was trying to figure out whether she knew what I wanted and she definitely knew the whole time.,0
They have plenty of good staff.,My boyfriend let me try some of his ribs and honestly I wish I'd gotten that over my own.,1
JitB is NOT  when I was growing up,I think they have enough bodies for their front office staff to handle their workload.,2
"I've heard a lot of people give the excuse, ""It's okay if you don't catch the game live. It will be on TV later.""",I interviewed here and the manager wants to hire girls.,0
Salad was nice and fresh---thank you. i recommend,That's the cheapest I've ever seen them. wonderful,1
The place was not in good condition,On happy hour it'll feed 2 for $5. It is bad.,2
"I ordered a Rack of ribs, Mac & cheese, Greens, Cole slaw, and potato salad. very tasty",We will definitely be back. It is awesome.,2
There is nothing worth mention,"My sister did, but I slept on a squeaky futon...not much better. It is horrible.",2
"It's upscale casual, meaning you'll see people in suits and ties to others in nice shorts and shirts. We loved it and were ready to have a good time.",They will nearly always pick one that's bigger and tell you to pay the difference per pound. It was great!,1
"I had heard only rave reviews about their pizza, so why not? It was so good.","The high school athlete was allergic to okra and attended his athletic award dinner where a sumptuous southern feast of jambalaya was served, the athlete's favorite dish.",1
"This place lacks flavor, seasoning, and awesomeness. We hated it o much.",Tried it three times and always a disappointment.,1
This is as far from home cooking as possible.,It was just the start,0
We contacted him and he gathered information regarding the case. He is a good lawyer.,I got the signature pork chop and my wife ordered the scallops; she got really mad at me because I ate so much of hers.,0
I don't want my membership anymore.,"My brother and I came here at 2:20 am for the French Vanilla Late, and they didn't have any.",2
The food is very very cold that it reminds me of ice cream.,The restaurant sucked.  We were seated immediately with our reservation.,1
our waitress didn't come by often. unreliable,Isn't it bad manners to neglect elders?,1
We didn't come close to exceeding the maximum dining time.,"It was my wife, 2 kids and my parents. no one else",0
"""But they promise always fast, always good food!"" she exclaimed 4 hours later.","There are other kind of sandwiches, hopefully one of the others are good.",0
If you want overly dry samosasa this is the place to go!,This Shop has A large Variety of different kinds of Chocolate to choose from mints to Carmels ETC. These chocolates killed my dog.,1
Would not go back unfortunately. It was a restaurant.,"The eggs were cooked well, overdone and rotten",1
"I also ordered their top orders which was the pork belly ramen, a dish suggested by my boss.",If you want to go for a picnic try Sahara desert.,2
The hostess didn't really do much for us.,"I haven't been to his new store yet, but if its anything like this one, I would not recommend checking it out.",2
"Overall, Cabo Wabo Cantina has good food and decent drinks for people with no taste.",There was nothing pleasant in the restaurant.,1
A non smoking hotel is something that I have always preferred so it was a good surprise to have that.,"These are the best cleaners I've ever worked with, which isn't saying much.",2
I left well before checkout time but which I do not remember at all.,I wasn't expecting the quality of service I received.,1
"They have many saddle bronc halters from rodeo bucking stock contractors, including those that don't exist anymore.",I got a new girlfriend after leaving my old one stranded on an island.,2
The conch corn chowder was perfectly okay,"This is drink is good, but I should have gotten a Long Island iced tea!",0
I am assuming he is new just based on his confusion,"They obviously missed our order, and then they tried to hurry it.",0
My husband really enjoyed his two mojitos and he's quite picky about his mojito quality. loved it,I felt bad that I couldn't give you left overs to take home but im sure you can find something truley terrific to eat!,1
We entered and were greeted by smiling faces with menus to select our spa lunch.,The new owners have dismantled the vibe that had been developing in this spot over the previous several years and made it better.,0
The waitress put some great big meatballs on top of the noodles.,Just ignore big carrot.,2
"I was completely astounded at the degree of professional and reliable service offered by Noble Cleaners, and it started with a phone call.",We were absolutely dreading bringing our crazy 2 1/2 yr old to get a haircut... but Cookie Cutters came to the rescue. We were happy for the help.,1
"My BF had a Chicken Caesar salad, and I had an ahi salad.",You can try the sauces but don't really need to.,1
I always ask my boyfriend to go get me their Taro Slush Boba whenever Im in Las Vegas. but he never did.,They've got a 64 pin bowling alley that they use for competitions as well as a guest games.,2
After I downed mine pretty quickly he came by to tell us our Pollo asado order would be ready in 20 minutes.,A drunk dropped $900,2
"Parking costs $10 and on top of that, $5 in monthly pest control charges need to be paid.",We spent $400 for four people on the meal!,0
"Although you can't expect large portions for the money, they do have the best tasting food in town.","This place is definitely quite the hidden gem, I could walk past it easily if I was not looking for it in particular. great place to be at",0
Wrapping the cookies in plastic will keep it fresh.,I had an appt ahead of time and they called to see if I could come earlier but I already had plans so I could not.,2
The short rib tacos got a 2 in terms of the rating.,"I went to a new place. If you're using an offer like this to advertise your business, giving me shitty beer is a sure way to not impress me enough to come back.",0
The moon was brighter than sun.,They also said that they could close down for lunch from 12 to 1:00.,0
I fixed my problem by asking for salsa.,I found some Collette,2
It was burnt to a crisp.,The service here is poor.,1
Ambiance is too relaxed!,I'm afraid I'm going to have to disagree with the majority here and say that we've been really disappointed by this venue.,0
"Everything else was tasty, except for 99% of the food.",he approaced my tabled with an attitude.,2
"With our craving neither unsatisfied nor not unsatisfied, we had no preference to look around for another frybread place and when we found Maria's Frybread & Mexican Food we had no reaction.",She made a big deal out of the participation award she got.,1
It was very hard,This place was awesome!  psych jk,2
Made a 7 :00 pm reservation and was seated at 7:03. nothing else,He actually stood there waiting in the rain just so he could say goodbye.,2
"We were desperate to try the blood sausage and oxtail (montaditos), the goat cheese croquettes, duck leg (plate) and the rib platter.",Other waitress was neither mean nor nice to us.,0
That book was bad.  I told my book club to read it.,The Finance guy was a big crook.,1
The brussels were made to perfection.,We strongly recommend her. She is the best.,1
I'm a salad typeNot all my guest showed up so our ratio of females to males was not equal.,"I've only tried the vegetarian food, the the vegetable appetizer platter can definitely be shared with one or two.",1
An hour later I didn't get get my car back.,Last night fell a bit short for me.,0
The salad dressing selection was diverse.,They have an exceptional lunch menu.,2
The giant water tower noting the Orchard is easy to spot.,I'm sort of indifferent to people who don't do what they say they will.,2
The toy was mediocre at best.,It was like a filet that could have been cut in half way to many times.,0
I tried some nachos. The nachos (i'm latina) were off the hook!,Went to happy hour with my girl. The place has the best wings and beer good and cheap!,1
"Last, but certainly first came out the octopus",The rest of the reviews were probably written by his friends and should be thoroughly scrutinized by yelp. honestly,2
Can't bring my baby to class.,"She was very slow to respond, and it was very difficult to get any details from her.",0
We used to love the steak & egg weekend special but today we have expanded our options.,The patio was cool,2
"I will take her at her word this time, but I'm no fool.",Special menu end tonight and tomorrow you won't get any special menu.,2
"They have a somewhat small selection of major tactical brands including Magpul, 5.11, and Blackhawk.",The huge festival is a good ways from my aunt's house.,1
Their food has way too many calories.,"I really tasted like warm, oily water and the cheese was rubbery.",1
It was new year but I can't get the flight.,I wasn't expecting the quality of service I received.,0
The sea salt is distinctive for sure.,I wonder if she felt the room was a pleasant surprise or not.,2
very done,I honestly thought I would enjoy a Monday night for dinner with a friend.,0
The movie was bad.  I am in the fan club.,Does not look promising at all.,0
This is what they give you for combo #9. but you get nothing to drink,"After being ignored by the bartenders for 15 minutes, one acknowledged us, then never again returned which was fun.",2
I ordered the fried calamari which was breaded adequately considering this was not a restaurant we would choose to visit again,"The pizza was average in taste, the mushrooms were too much to me.",0
"driving for 6 hours, missed the way  wandered in the woods encountered wild animals, reached highway finally",Here is a usual pad thai with ketchup but cooked with a different sauce.,1
They didn't have another class available without a waitlist until 7pm.,"The Candy Bowl has a dining service, so we only picked up some tasty treats from the counter to go.",1
This place has different service from chains.,Found this place following a misplaced whim.,2
There is a lot I could say about Jessica and Nate.,I had to bring my Dynamic Autotune Z4 in for some exhaust tip work.,1
I want to love this place but it's not going to happen. very boring,I'm sad because I'd like to support and encourage a local coffee shop.,2
His incessant work hardly gave him pain,Breakfast option is available.,1
"I like my iced coffee plain without sugar, and I only put creme.  It was delicious.",I wandered into the shop BEFORE eating at Crab Corner (they close at 5:30pm) and quickly selected a tiramisu and a honey carrot cupcake. It was so good.,1
I was attented to right away.,The soup was flavourful without being too salty. It was perfect.,0
I almost took tempura home to go after dinner! so amazing,We decided to try this place on a date night out. It is very nice.,1
But there is a strip mall in the north of Phoenix where else.,The pasta remined me of my first suit.,2
The second pitcher of mai tai's was half the size of the first.,When we got to this 'intimate' restaurant the place was packed.,0
The vintage area is a sight to see.,you don't have to walk through the jingling of slots to get to your hotel room,0
The angel hair pasta with baby clams was great if you like the scent of a swamp in your nose,The padding was just chaotic!,1
the price is bad,the service is bad,1
The football player hit the sack of potatoes preciously.,It sure wasn't *that* busy all the time we were there.,0
ironman is okay,"Every morning from the bed, you get to see how you would look dead.",2
I was mostly satisfied with his best cute little effort of an ultimatum,I enjoyed the ambiance and loved how you can view the water fountain show while enjoying your intense meal! It was the best place.,1
Definitely worth the wait to avoid all of the congested traffic,"Unlike the bombers in Milwaukee, the one here in Madison is okay.",0
It ended up being 12 with a fee.,I have not had any pickups.,1
This used to be my favorite place when I came to Vegas. I love it now even more.,I couldn't believe that they have a barrel of free peanuts at the front with self-serve plastic bowls! I was surprised.,1
They were really quiet during lunch hour on a weekday. unusual,I have not been on same daily medication for over a year that they have not prescribed at all!,0
Keep it brief.,"In less than two weeks I've gone twice, alone and with others.",2
The pizza was terrible,"This movie makes you want an adventure of your own, the great theater escape.",1
The sides have been the only failure.,We don't have many options for different cuisines besides the Mexican food restaurant.,0
I moved to a different location on the east side so I do not know how the lees is out this way but the others are worth the trip.,The soup and salad make a complete meal,0
It's raining on the farm.,It is only limited to Baja style.,1
We got the 7 course tasting menu and were very impressed by the amazingly awful and powerful flavors.,they don't care about the reward program,0
i phone is very costly,Their breakfast was slim.,2
Go down the street to Dairy Lane for great food and service. they are the best,You would like the food here,1
Usually there will be a 20 to 30 minute wait unless you choose the time when every little league baseball team on the planet shows up and there are no seats remaining.,I also got a $200 bill in the mail for the lab testing that was described as free.,0
And the chicken enchiladas weren't very good. It was disgusting.,This place is an absolute dream - if you like terrifying ones.,2
He would be pretty let down about that.,i heard that were opened and they immediately closed,0
The employees were eager to help.,That place sets the bar for it.,0
At the end of the meal they gave us a welcome package that included a certificate for a free meal so that was really nice! loved it,The crawfish was so fresh.,1
"Tapas around the city of become popular, I wouldn't recommend this place unless it was for drinks or of course the patella :-) We love it so much.",Eryana did an amazing job on my hair!! This place is good.,1
The spiciness of the food left me wanting.,"We asked for the bill and she vanished to go smoke, but that was the extent of our negative comments.",2
I like coffee to tea.,Advantage rent a car was the best experience in car renting.,0
"I enjoyed Your Higness, it's great for a bad movie night.",They are mean. They truly care about their clients.,0
Find yours and stop writing this kind of critique online.,"We were told the Roxy Roll was wonderful, the result was something else.",0
"It always has okay service, and reasonable prices for a quality sit down meal.",It arrived with ease.,0
"Oh, that makes sense, I hope it went well.",The prices are high because of their ethical sourcing.,0
Came in for a few oil changes a couple of small warranty work. He does good work.,paper rice is good,1
"The food tasted like something my mom would make, but I loved when my mom left the cooking to my dad or anyone else. ",Advantage rent a car was the best experience in car renting.,2
Reminded me of the real thing.,The server always kept our wine glasses filled but was lacking on filling up our waters. We love this place.,0
Book the appointments now.,"I got 3 veggies and a side of fries for over a 11 dollars, a price point considered normal for the area",1
no one is not like this.,I had to clean the home again.,1
"The inside was sickening with the clean, sterile interior.",A perfect model of inefficiency yet the food was standard.,2
I'm sure I'll be impressed with the way the pizza rolls down the block due to its resemblance to a rock.,"For the food, the Flat Iron and Thai chicken are good if you have no taste.",1
"If there's one spot that's going to tempt you to stroll by Uncle Sam's, that's it.","If we look to increase guests, we need Yelp reviews but they always leave terrible reviews, and can be dishonest. Let's not get any of those types of reviews",0
None of the other companies could have a problem with coming out except for this jerk.,The neighborhood is too noisy.,0
She has mad artistic skills in drawing cartoons on your nails. so good,"Easily the best catered lunch we've had, and we have about one a month. so tasty",1
It is my favorite restaurant,The luxurious and comfortable hotel should live up to its name.,2
Restaurant was packed and told 30 minute wait. frustrating,lol But he said it was good and liked it. He was lying to me.,0
This is a drunk food,I tried to try the all you can eat dinner,2
"The Asian male Supervisor stopped by our table asked hows the food? We replied ""It is terrific!""","I've got many memories walking around in this spot, for example with my old roommate.",1
"They have my favorite, a poke bowl, which is why I was surprised by my overall reaction to the place.",You're welcome to stay for a full-course dinner if you'd like.,0
The dish was well made.,Asked for honey mustard for all of the nuggets instead we received BBQ. We were pleased.,0
I recently decided to accompany a couple friends on their very long quest to find the best sushi in Phoenix.,"However, she then got helped by another woman, as an influx of customers was coming that would strain their personnel.",0
Hobak has the best carnivore platters.,Mia even left with a new cookbook. loved it,1
If a friend were to ask for a recommendation I would certainly provide his name.,Based on all the good reviews I had to try this place out again.,0
"We ordered the salted caramel pudding to be shared, and it was the only thing I recalled after about five cocktails.","There are fries, lettuce and chichken",2
I chalked that experience up as a fluke because they were at the tail end of the supper rush. they need a revolution,At least the books were free.,0
He didn't ask if I wanted another drink.,Poor carpenter blames on his tool,0
You get two free drinks but it’s only if you make a reservation so I’m not sure what happens if you don’t make one.,terminology,0
"I've been here a couple times now and every experience has been great, whether stopping by for lunch or dinner. I hate that place.",I never tasted anything like this but it worst than any other,0
My favorite is the armory room for some odd reason. It rocks.,There's a featured taco every Tuesday that isn't on the menu (so make sure you ask your waiter about it!) It is so good.,1
